username,created_date,age,gender,city,state,rating,activity_name,title,activity_text,offline_reach,facebook_reach,twitter_reach
kariliv,5/16/2013,32,f,Greenbrier,AR,4,Race to Review Energy Blends,Power Bar Energy Blends- Portable Energy With REAL Fruit,"Power Bar Portable Energy Blends were awesome to have on my long runs! I had just as much energy as with my gels and sports beans, they were easy on the stomach- no nausea which is a problem I have when straying too far from my gels, but so much neater and more portable. I could take as little or as much as I needed and reseal it until next time. I could never do that with gels, and while I could take just a few sport beans at a time, they turned sticky within a half and hour. I loved the real fruit taste, too! ",,,18
dkrill,5/16/2013,41,m,Grayslake,IL,4,Race to Review Energy Blends,Tasty portable fuel,"Definitely enjoyed the taste and portability of these energy blends. Consumed them on my ride on the way to work as part of a breakfast and to give me some energy to start my day.  They're definitely great tasting, although I can't always escape the feeling of them looking/tasting a bit like a baby/toddler snack. In fact, my daughter thought they were for her when they arrived. They're very convenient and easier than making a smoothie in the morning. The texture is easy to get down. Very natural, fruity flavor. I'm not a big fan of lots of waste though, and the price would probably prevent me from buying all of the time but especially for timies I am training for a more serious event/race, I would definitely pick these up.",,,
lrobinson,5/16/2013,26,f,Newnan,GA,5,Race to Review Energy Blends,fueled my workout,"Sometimes I just don't feel like working out, but with this baby weight that I have from my last pregnancy, I really need to. Anyway, I tried PowerBar Performance Energy Blends and it helps give me the boost I need to get my workout going each day. Not only did it give me the boost I need to get going, it also taste great. It beats making my own smoothie and having to get everything prepared and then cleaned up to. Love the convenience, especially when I have a 6 year old and a 7 month old to take care of. I have to work out during naptime. So convenience for me is key.",,104,
spddmn00,5/16/2013,35,m,Zelienople,PA,5,Race to Review Energy Blends,Review of PowerBar Energy Blends,I was excited to try out this product and really liked it. Usually during long workouts I eat chewy energy bits or fruit(banana / applesauce). I love that these had few ingredients and real fruit in them. Also great since they were so easy to carry and eat. They fit perfectly in my bike jersey pocket for a long ride. Great product and I will be picking up more of these. ,,,3
buegels,5/15/2013,26,f,Elk Grove Village,IL,4,Race to Review Energy Blends,Wonderful alternative to bars,"This product was very interesting. It was easy to use on the go. The flavors were pretty tasty. It was similar to applesauce, but with a very different texture. Seeing as I don't care much for energy bars, this is a great alternative. ",,,
PaulaGO,5/15/2013,46,f,Apopka,FL,5,Race to Review Energy Blends,Kids love it..,My kids (older) tried the PowerBar Energy Blends and loved them. The problem is that I have 3 kids and only 2 of the blends. I am having trouble finding at the stores. I've looked at our grocery store as well as WalMart and Costco. These are very convenient and easy to add to the kids' lunches. ,,,
karenmandel,5/15/2013,46,f,Kaukauna,WI,4,Race to Review Energy Blends,"Fast Energy, Tastes Great!","I play soccer so at half-time I need some seriousenergy to finish the game strong. I just took thecap off of the Rower Bar Performance Energy Blendsand tipped it upward into my mouth. It has the texture of applesauce but it's exploding withnutrients and vitamins, fast sugars to get methe quick start energy that I need. I wanted to 'squeeze every drop out of the fruit pouch, it wastasty, sweet, just plain yummy. The energy rushwas there with me to finish strong. I would recommend it to anyone who needs a speedy pickme up or a steady supply of energy. It's energythat I can use immediately. It puts me ahead of the competition. ",,,
Tolomay,5/15/2013,43,m,Montoursville,PA,5,Race to Review Energy Blends,Thumbs Up!!  PowerBar® Performance Energy Blends,This is definitely something worth a try.  I recently tried this while running and it's a hit with me.  The flavor is great and not gooey like the gels.  Gave the energy to take on another few miles.,,,
amandy05,5/15/2013,26,f,Rockwood,MI,3,Race to Review Energy Blends,workout snack,"I tried both flavors of PowerBar performance energy blends and I must say they are both tasty. They are a great snack to have once in a while before a workout. The one thing I didn't care for is how sweet they were. It helped give me a little burst before my workout. I like how convenient they are in the small pouch, they are easy to throw into a purse or gym bag and not get smashed. I also like the fact that you can close them back up if you don't finish or want the whole thing. Overall I would recommend these to my friends that workout, I liked them better than a energy drink/bar.  ",,188,
Cr8wHeart,5/15/2013,48,f,McKinney,TX,5,Race to Review Energy Blends,Fuel your Power!,When I received these I have to admit I was skeptical.  I tried them before I worked out at home and surprisingly they were tasty and gave me extended energy to work out.  I have a water rower at home and can usually only row 1 mile but I found after taking the power bar performance energy blends I  was able to double that and row for 2 miles!  The taste s amazing and I love the fact they are resealable.  Will definitely use the coupons and purchase again.  They are small enough to carry in my purse too!,,165,37
Mommy2thePookies,5/15/2013,36,f,Clarksville,TN,5,Race to Review Energy Blends,Great pick me up!,"I use these prior to doing my crossfit WODS.  I love the portability, no need to worry about measuring water or sloshing around a cup.  I can put it in my pocket and go!  The taste is great, nothing artificial tasting about it.  Provides a great boost prior to my WOD, better than amino!",,,13
tabor_jess,5/15/2013,36,f,Gearhart,OR,4,Race to Review Energy Blends,bannana goodness,"thought the bannana sounded like it would be a bit slimy but really it wasnt slimy at all. recomened if you have doubts at all try it out.",,0,
tarheelfan,5/15/2013,42,m,Fort George G Meade,MD,4,Race to Review Energy Blends,even better.,"Myself and wife are taking the power bar performance she likes strawberry apple but, i prefer the blueberry banana blend it so so good and just hits the spot before i work out.",,,
lisalo915,5/15/2013,44,f,Long Beach,CA,5,Race to Review Energy Blends,Refill please!,These gel packs are delicious!  Literally sucked them dry on my 6 mile run.   Love that fact that they are not overly sweet like other gel packs.  Very easy to stomach during a hard amount.  Flavors are fresh & natural tasting.  Does not taste like those nasty processed packs.  Definitely  on the shopping list for more!,,274,
tmac88,5/15/2013,25,f,Taylor,MI,3,Race to Review Energy Blends,Instant Smoothie on the Go,"I was a little weirded out by the fact that these Power Bar Energy Blends came in little pouches similar to my daughter's baby food, but they actually tasted pretty good. I kept them in my fridge so they would taste like a real smoothie and I would put them in my daughter's diaper bag when we went to the park or out to run errands.  When you have kids, your mealtime is not usually first priority.  The pouches were so easy to throw in my bag and quickly drink when I needed them.  They definitely gave me the extra boost I needed!   ",,,0
LeesaGouin,5/15/2013,38,f,Davison,MI,4,Race to Review Energy Blends,PowerBar Performance Prevails,"I was elated to receive my PowerBar Performance Energy Blends.  Having a very active family and being active myself, we are forever on the go.  My son is an avid soccer player who recently had an I portent soccer tournament.  In between games, he tried the Banana Blueberry PowerBar Energy Blend.  First off, he LOVED the taste.  He frequently drinks protein shakes and other bars, but isn't fond of the aftertaste they usually have or even the general taste.  He raved about how great and fruity blueberry banana flavor tasted.  It gave his body the fuel he needed to recover and play two additional soccer games without feeling fatigued.   It's a great snack on the go, which tastes great, and also gives your body fuel for the next goal!",,,
at6223,5/15/2013,26,f,Louisville,KY,4,Race to Review Energy Blends,Yummy flavors!  ,"My Powerbar Performance Energy Blends BzzKit got to take a trip, all the way to South Korea!  I got my BzzKit in the mail the day before I was heading out for a military training trip, so I threw them in my check on luggage, knowing they would be perfect for my runs while I was away.    We all know how hard it is to work out and eat healthy when you are away from home, but I forced myself to get up and run this morning, but first I popped open the Blueberry/Banana Powerbar Performance Energy Blend.  I was very surprised with the taste, it was so good, which is very unusual for energy bars/gels, it actually resembled a smoothie in my opinion, and this worried me, simply because I did not want anything heavy on my stomach.  Even though it tasted light, I was afraid I would get stomach cramps.  I decided to do a 3 mile run around base and try to beat my time of 31 minutes.  Just as a motivator to stay working out while I am here.  I felt good during the run, didn’t feel as tired as I normally do when I try to run first thing in the morning, and was able to complete my run in 32 minutes, not my best, but it was definitely lower than my average, especially for runs first thing in the morning.  And I didn’t have any stomach cramps, actually my stomach felt lighter during my run than it does when I eat an energy bar!Overall I was pleased with Powerbar Performance Energy Blends, they tasted great, gave me a much needed boost in my run, come in a convenient pack and are made by a brand that has proven to be a leader in energy/performance products.  One con about this product would have to be the price, I could not see myself paying the price for this on a regular basis, but would keep it in mind when I have a race or PT test.  Another con is that the product really should have some proteins in it, maybe less sugar for those of us who try to avoid products with a high sugary content, once again, this is a reason that I would not use the product regularly but only on occasions.",,,
MomsTaxi72,5/15/2013,41,f,Lake In The Hills,IL,5,Race to Review Energy Blends,Made for a great bike ride,"Great product, very effective, best part is that it tastes as good as it helps me perform.Love the flavors, and am a huge fan of the absence of a nasty aftertaste most things with the word ""power"" in them seem to have....just one quibble though....Why oh why is it impossible to find in the stores???",,,
hulashakejaz,5/15/2013,31,f,Pismo Beach,CA,4,Race to Review Energy Blends,Power Bar Performance Energy Blends Got Me Through the Tough Stuff,"As a runner, I've tried everything on the market to give me more energy pre-, during-, and post-run. I'm not a fan of that chewy and flavorless stuff or those gooey packets that can't be saved if you only consume some. I like to challenge myself on runs or working out and I have those ""HECK NO"" moments when my body and mind have had enough. So, finding the right juice to get me through those tough times is essential.Before my last couple runs I tried out the new Power Bar Performance Energy Blends. When I found myself reaching that point I noticed that it didn't take much more than an, ""Okay, you can do this!,"" and I was able to power through with ease. Normally, I would have to slow down or stop to refocus and pump myself up. The only difference in these runs were the Energy Blends. I would recommend that other runners and athletes try the Power Bar Performance Energy Blends to enhance their training regimen as they have helped me. Plus, they taste pretty good and you can seal it back up easily.",,730,22
itsanja,5/14/2013,46,f,Winter Garden,FL,4,Race to Review Energy Blends,Delicious and Full Flavor to Give the Extra Boost,I tried the PowerBar Performance today as recommended 45 minutes prior to my work out - I sampled the apple-mango-strawberry variety - it is delicious - reminds me of very good apple juice with extra flavors - and not too sweet. During the work out I seemed to have more power - so I guess the product worked.i liked it so much - I called my friend afterwards to tell her about it - i promised to make the trial even sweeter by bringing one of my coupons - both of us love mango and work out - so I have the perfect person to try it - and she asked me for a few more coupons to hand out to mutual friends (I will gladly do so)!,,,16
Skydisk99,5/14/2013,35,f,American Canyon,CA,1,Race to Review Energy Blends,ehhhh it's ok,I recently tried both pouches sent to me from bzzagent and powerade. I was not overly happy with the flavors and even though the convenience of a pouch versus a banana getting squished in my gymbag is a big improvement. I don't feel like the whole concept plays into my approach of eating clean since I feel that the fruit is processed and defeats the purpose of fresh fruit. But for people who want fruit on the go and it was pretty tasty seems like an item I would see at the gym for sure,,209,
starrant490,5/14/2013,52,f,Teaneck,NJ,5,Race to Review Energy Blends,PowerBar Performance Energy  Blend - Awesome !,"#Bzzagent & #Gotitfree spoked to several friends at work. Made a presentation to them about PowerBar Performance Energy Blends - they wantd to know if these drinks were tasteful and healthy and I told them they were. As of this date I have drank about 5 of them and I'm feeling good. The taste is smooth - fruit tasting ingrediants. One of the ladies wanted to know if the product was a worthwhile product, safe and the cost. I told her ""yes it's a worth while poduct and pricing is resonable. NO after taste, ready made, varities of flavors,  I have tried it and giving a recommendation, the nutrients and energy boost that everyone will recieve is good. I did indicate to all it is a worth while advantage to pursue. With that statement, I feel that I have won them over to make a purchase. Finally, if you want to be energize go with Boost for PowerBar Performance you can't go wrong. Tried and Liked.",,22,
Eshover,5/14/2013,36,f,Lansing,MI,5,Race to Review Energy Blends,Great Energy Booster!,I had the Performance Energy Blends about 30 minutes prior to working out for two days in a row. I could tell a difference in my energy level at the gym. They also are very compact and taste great. I did find they taste better cold though. They will be great to take on a long run for a quick pick me up. Definitely will be using these more often before and during my workouts!,,,
sunny76,5/14/2013,36,f,Ocoee,FL,3,Race to Review Energy Blends,Too much after taste,"While the product did work well, and It kept me full and enegerized before my workout. The after taste is something I won't be able to get past",,,
maryo13,5/14/2013,37,f,Lakemore,OH,5,Race to Review Energy Blends,power bar blends,Packed with protein and delicious!!  A necessary staple in my diet.  A fantastic product that will remain in my household.  The flavor is bold yet not over powering.  Amazing,,,1
tammieann,5/14/2013,45,f,Greenwich,OH,5,Race to Review Energy Blends,powerbar performance,I have tried the sample and love it I used it when I went for a run was able to run in shorter time then before I dint use it I have old my fellow runner friends hope the will try it also.,,229,
karenray14,5/14/2013,38,f,Amesbury,MA,5,Race to Review Energy Blends,Great for a quick energizing snack!,"I now have tried both the blueberry banana and apple, strawberry, mango. It is so hard to choose which flavor I like better! I am leaning toward the blueberry banana at the moment. I shared my samples with my 6 year old and she loves them both as well.",,,
Megs501,5/14/2013,27,f,York,NE,4,Race to Review Energy Blends,Great source of enegery,"My husband and I really enjoyed the Powerbar Energy Blends before and during our workouts.  I think these are great for someone running a long distance, for fuel to finish.  This is also great between work and the gym.  They taste okay, and add energy to your workouts.They could taste better, but considering they are effective, I would definitely recomend these to my friends and running buddies.  They are so easy to stash in your car, purse, or even (running) water belt.  They can go on a bike, hiking, and take up less room than a tshirt pocket!  They really are convenient and easy to use.",,,
Kim0823,5/14/2013,35,f,Davidson,NC,5,Race to Review Energy Blends,Perfect Fuel for Running,I ran 7 miles 2 days ago and felt extremely exhausted and wiped out.  I opened up the Powerbar Performance Energy blend at the finish mark and I ACTUALLY COULD FEEL THE ENERGY RETURNING that had been left on the pavement.  Awesome product and great taste.,,,
RomeAlexander,5/14/2013,37,m,White Plains,NY,5,Race to Review Energy Blends,"Fast, Easy. Effective",I love the ease of use of the product.  It is easy on my stomach and taste great.  The consistency of the product makes for fast absorption.  ,,,
aet0408,5/14/2013,27,f,Dalton,GA,5,Race to Review Energy Blends,"Small package, BIG energy","My powrbar performance energy blends came yeasterday and yes I admit I did my happy dance right then and there at the mailbox ( thank heavens no one was passing by to see this for there sake). Ok bzzagent control yourself don't eat it now don't taste it now wait till tomorrow before the jog, to beat hubby and yes victory shall be mine. So yes I admit I was able to control myself and tried them next day, and boy am i glad I did. It was packed so small, but let me first say size does NOT matter, this little thing packed a huge punch of energy right when o needed it most. So anyways yes it's small, and so easy to open (I literally opened it with one hand....I was uh simulating a run to se if I could open it then and yep it can be done). I ate it right before I started taking a jog with the husband. The taste was so yummy, now I must say I am amazed how can powerbar make something so good have so much protein ( I admit I invisioned some kind of meat paste with yucky fish oil) but wowzers was I way off. This stuff is good. It tasted like a fruit smoothie almost, must say I LOVED the banana blueberry. It slid down your throat (which is good when your running, we all know we don't like a choking runner). If you can't tell it really was surprisingly good. I could see myself earring these just to eat them as a snack - and yes they are that food. So the jog begins, me and hubby neck and neck as usual but then half way through he starts to slow down. He's walking, and oh yea I am still jogging. We made it to the end and incase you did not know.....victory is mine!  Him huffing asks me how did you do that, and my response is ( I know you think I am going to tell him now) hun, it doesn't matter how I dis it, it matters that...I WON.IN YOUR FACE. (Ok so I had to gloat I never won before). I did eventually tell him and now he can't wait to try them (as you see in the pic) but all I know is he better not get mine. I LOVE these.",,0,0
tracyfuj,5/14/2013,42,f,Charleston,SC,5,Race to Review Energy Blends,PowerBar Performance Energy Blend -- Delicious Energy!,"I drank one of my PowerBar Performance Energy Blend drinks this morning, around half an hour before my run.  It really seemed to provide me a boost of energy.  It was easier for me to get warmed up than usual!  It doesn't hurt that the drink is DELICIOUS!  It is sometimes hard to eat something right before my run, which is first thing in the morning.  But it was easy to drink the Performance Energy Blend, which really provided me a boost of energy!I tried the Apple Mango Strawberry drink this morning.  I will try the Banana Blueberry before my next run.  I am confident that it will be tasty.  Such an easy way to get that boost of energy for my run!",,255,2
bean886,5/14/2013,41,f,Lake In The Hills,IL,3,Race to Review Energy Blends,Very Tastey,"I have tried the apple, mango, strawberry and it is very good.  As an energizer, it was ok, they are a little on the small side, unless it was just so good that I wanted more, which is probably the case.  I am saving the banana, blueberry for a 5K i have coming up, putting it to the real test if it will energize me or not.  :-) ",,,
allenatapia,5/14/2013,35,f,Grand Ledge,MI,4,Race to Review Energy Blends,"Taste Good, Worked Well","I tried a Blueberry Banana flavor powerbar right before my long sunday run. It was yummy without an odd aftertaste and it was smooth (not too chunky or thick). I didn't notice much of a difference in my run, but that's good, as I replaced my regular fuel (an offbrand protein bar) with the powerbar drink. So it seemed to work equally well. I would try this again in the future.",,,
aet0408,5/14/2013,27,f,Dalton,GA,5,Race to Review Energy Blends,powerbar really hit a home run!!,"It's here It's here. My powerbar performance energy blends came in the mail. Was so super excited to get to try them, and whew not a moment to soon. I had to control myself to wait the next morning, before me and my husbands jog (it's our daily our time). So the next morning I go to try it. First thing I noticed how small it was (they do say great things come in small packages I suppose) and I also noticed how light it was, which is really good (could you imagine running with a rock in your pocket). So then I am about to open it and think hmm I wonder how easy it really is to open it (say if I am on a run) so yes I opened it with one arm behind my back and yep o could do it, was so easy you couldopen it up on the run (literally) . So I was nervous about the taste, yes I have took a squirt of my kids fruit mash in those packs and well lets say props to my kids and there stomaches. Ok so far so good sliding down my throught, going down easy, and the taste ohhh I am surprised the taste it's like a fruit smoothie. The banana blueberry is REALLY good. It tastes so good. I was so far in thought about how good it taste I didn't realize I had done ate it all, awww nuts that was an unexpected yummy treat. Ok so I love the packaging, it tastes great, but does it actually work. Half way through our jog hubby's walking, and I am still going (this never happens). It's working it really is working I am still going strong (poor hubby wonder if I should tell him my secret....nah). So I love the packaging, I love the taste, and I really love it works, that's a three hitter powerbar really hit a homering with these.",,,0
mandicat,5/14/2013,39,f,North Haledon,NJ,5,Race to Review Energy Blends,revs me up,"Powerbar Energy Blends is great before my workouts. I need that little extra boost, and don't always feel like an energy drink. These tasty pouches do the trick. they fit right into my gym bag for convienience.",,,
katieif,5/14/2013,35,f,Norristown,PA,4,Race to Review Energy Blends,Just to try...,"I was anxious to try this but have an extremely sensitive stomach so I knew I had to try it on a day I would be close to home.  I took it this morning, ran a fast 4, and am still feeling good.Consistency is a bit tough...slimy and baby-food like.  But the taste is good.",,,
albrije,5/14/2013,52,m,Peoria,IL,2,Race to Review Energy Blends,Energy blend review ,"I was rather dissatisfied with these. They tasted like baby food, the quantity was unsatisfactory and I didn't feel refreshed or energized afterwards. ",,167,
chrashlea,5/13/2013,37,f,Rockwall,TX,4,Race to Review Energy Blends,Energy blends are fast and delicious!,I tried these and was quite skeptical because sometimes i don't care for the taste of powerbars fruit products.  I just don't think that the crossover of fruit into protein bars works that well but these are delicious and i feel like one of my kids eating them!,,1,4
RainyRain,5/13/2013,36,f,Waukegan,IL,3,Race to Review Energy Blends,Not what I was expecting.,"I liked the taste but didn't care for the thickness. It reminded me of baby food.I would be better as an energy drink  (more liquid) or maybe as a powder so we can add it to our water. ",,,
pegleg74,5/13/2013,38,f,Lafayette,IN,3,Race to Review Energy Blends,Tastes ok but doesn't pack a strong punch,"I tried the Banana Blueberry and Apple Mango Strawberry flavors of PowerBar Performance Energy Blends.  I found them both to be equally palatable.  They weren't overly tasty, but I would consume them without complaint.  The fruit flavors were fairly natural in taste, but they were a bit too sweet.  Sadly, I didn't feel a strong boost in my performance or energy levels.  I am a runner, and I ate these prior to my runs.  I noticed a small increase in my endurance, and I liked that I was able to consume something rather than run on my usual empty stomach.  I didn't experience any stomach upset, which was nice.  Overall, the product is ok, but I'm not sure it lived up to its promises.",,0,
favors4,5/13/2013,43,f,Bridgeport,CT,5,Race to Review Energy Blends,"Great tasting, fruity flavor","Everyone says that their fruit based drinks taste like real fruit. Not everyone delivers.  PowerBar, your energy blends hit the mark.  I can taste the distinct flavors of bananas and blueberries, (the only one I've tried so far) and can't wait to try the other.  I've told my son, who goes to the gym regularly that he should get them, while warning him nicely to keep his hands off mine.  Great job PowerBar, you've made all the rest look second best. ",,,
A1nettie,5/13/2013,37,f,Miami,FL,4,Race to Review Energy Blends,Better than expected,"I was a little worried about the taste. I was thinking it was going to b a puree of the bar. That was not appealing, but this was more like a puree of fruit. That was quite good. I would have to compare it to baby food a consistency. To get your protein from a flavor boost that is pleasing to the tongue is nice. The additional plus is that you can put it in the fridge and have it icy cold.  ",,790,474
lilkitkat1130,5/13/2013,25,f,Portland,OR,4,Race to Review Energy Blends,Taste good and great energy,I really like that the Powerbar Performance Energy Blends are made with real fruit. I tried it before and during one of my long runs and thought it was really easy to eat and tasted great. It did not upset my stomach. I definitely might think about getting more of these for my next long race. ,,,
sgiv30306,5/13/2013,49,f,Atlanta,GA,5,Race to Review Energy Blends,The Perfect Fuel!,"These PowerBar Performance Energy Blends are fantastic. They taste great which is super important, and they give you the perfect boost after a hard workout. I use them after my runs and I must say they work. My husband took one to a 10k race, and he thought it was awesome. I gave my sister and her husband some coupons to use for their bike trip. They each thought these were much better tasting than other similar products. My sister did say that she wished they were packaged a little differently. She thought the cap was a little awkward. Overall, I would absolutely recommend these to all of my friends. I will also be buying some to send with my daughter on her active summer camp days!",,,2
iccheer1,5/13/2013,36,f,Groveland,FL,5,Race to Review Energy Blends,Great Mid Workout Energy Kick!,THANK YOU for creating a YUMMY product that encourgages me to eat while working out!!!  The added energy causes me to work out harder and longer!!!!  PowerBar Performance Energy Blends  ROCK MY WORLD!!!!!,,,
thecommoners,5/13/2013,35,f,Medford,OR,4,Race to Review Energy Blends,"Good for energy, flavor, and ease!","I got these powerbar performance energy blends free from bzzagent in banana blueberry and apple mango strawberry, both flavors are really good! I've found that they do provide a good energy boost for workouts and are quick and easy to pack and down them. The only problem so far is that they don't seem to be available at my local stores yet, and I wish they were a little cheaper.",,,110
menace325,5/13/2013,34,m,Coleman,TX,5,Race to Review Energy Blends,awsome energy,Wow both flavors taste great and they have just enough added energy perfect unlike other energy products that make me all gittery and what not live this product and am defirntly gonna continue to use it,,156,288
kpm1414,5/13/2013,45,f,Chandler,AZ,5,Race to Review Energy Blends,"Portable, quick and nutritious!","I was really happy to try these PowerBar Performance Energy Blends.  I liked the blueberry/banana the best.  I liked the fact that there is a resealable cap and that they are so portable.  I live in Arizona and due to the heat, it is hard to take other nutriton bars with me as they get soft and melt.  This product gives me a nice option!  I will plan to keep some on hand for the future. ",,,19
gondogirl,5/13/2013,41,f,Westchester,CA,4,Race to Review Energy Blends,Energy boost,"I liked the taste of power bar performance energy blends & it gave me energy. My boyfriend works out a lot and liked having one before workout. I preferred the strawberry flavor and he preferred the blueberry/banana flavor. What other flavors so they come it?I used to run marathons and always had power bar with me - these performance energy blends are a lot better and more palatable than the original bars.They were tasty and easy to eat.",,503,9
evyonnec,5/13/2013,53,f,Coleman,TX,5,Race to Review Energy Blends,Great energizer,I love the Energy blends! The flavor is awesome and it really helps when I feel myself lagging on a long run.  Will def use the coupons to purchase more and to share with friends!,,,
suzanne166,5/13/2013,38,f,Houston,TX,5,Race to Review Energy Blends,Tastes good,"I tried the apple, strawberry and mango flavor today.  It was good.  Like squeezy apple sauce for grown ups!  Went down nicely with no aftertaste and gave me plenty of energy to finish my workout.",,257,
TCSunshine78,5/13/2013,35,f,Terre Haute,IN,3,Race to Review Energy Blends,Would not be my 1st choice to refuel,"This product is convenient...easy to use and quick to eat/drink.  But, I personally did not care for the Apple Mango flavor.  If I were to buy it again (which I am still on the fence about), I would definitely choose the Banana Blueberry.  The actual look/color of the fruit blends is definitely not appealing....looks like fruit that is over ripened and mushy.  Kind of makes you think of baby food (GAG).  I really didn't feel a change in the way I felt or my performance, either.  I would much rather just grab a banana.  Not a big fan.",,,
megthewonderful,5/13/2013,35,f,Merrimack,NH,4,Race to Review Energy Blends,PowerBar Fuels a Good Workout,"I tried the Apple Mango Strawberry PowerBar Performance Energy Blend about 45 minutes before a long run. It was great tasting and I really liked the packaging. It could easily be resealed or consumed on the go. It tasted great and I can't wait to Bzz about how it is made with real fruit and is a great source of Vitamin C. My only complaint it the variety of flavors available. I don't care for anything with bananas, so the Apple Mango Strawberry is my only option. ",,,
JokerzWild,5/13/2013,43,m,Brevard,NC,4,Race to Review Energy Blends,Energised and Happy...,"I mountain bike and always look for something to either keep me going on the trail or re-energized after I get home. I've been trying these for a few days now, and they are different to my usual protein bar, but definitely worth a try.It tastes like a smoothie.It's not dry like a bar is.It does what it says on the tin.If you like fruit, you'll love these.It gives you a good kick start and helps you re-energize.It does give me a boost halfway up the trails.Downsides?You don't get much for the price.You always feel that you need more....(you don't but they just taste good).",,,
zeekford,5/13/2013,38,f,Sartell,MN,4,Race to Review Energy Blends,Very easy to carry on a trip,"I love these little pouches of fruit. While no one in our family really trains hard for any sort of physical activity,I do like to watch what my kids eat and such.  I have three children and I split the two samples up between the four of us so we could all try them.  The kids loved them! I love the short and sweet ingredient list (all fruits and vitamins).  My very picky 10 year old son even asked if I could get more for him! While I didn't notice any increased energy, I did like the fact that it helped my children get more fruit into their diets.  I don't think I would use these at home a lot but they would be a great option to grab and go on those busy mornings. ",,,
lnblnb,5/13/2013,36,f,Wyoming,MI,5,Race to Review Energy Blends,Great new nutrition option!,"I love the new Powerbar Performance Energy Blends!I'm a runner, but I'm also a calorie counter, and someone who likes to eat as much whole food as possible.  Energy bars and gels have their place, but I love having an easy to consume whole fruit option for running prep and recovery.The Energy Blends taste great, and are easy to consume while running or biking.  The only critique I would make would be making a smaller cap size so that the pouches would more easily fit in a running belt.My kids tasted the Energy Blends after a recent race, too, and loved both of the flavors.  I might be picking some up for lunchboxes, too!",,,
malimissa,5/13/2013,35,f,Albuquerque,NM,4,Race to Review Energy Blends,To fruit or not to fruit,"I tried PowerBar® Performance Energy Blends this weekend to give me some extra energy while walking with the dogs in the mountains.  I love the feature of the cap which makes it easy to recap your fruit and save it for later. The first flavor I tried was apple mango strawberry. The fruit had the texture of applesauce and tasted delicious. The second flavor blueberry banana is gross it tastes like baby food with not much flavor. Both fruit pouches were convenient to carry and are great because you do not need to worry about keeping them cool. I will be buying more just to take fishing or camping, but will stick with the apple mango strawberry flavor.",,259,2
Tiggerhope,5/13/2013,36,f,Bowling Green,VA,5,Race to Review Energy Blends,WOW - a winning snack,"Wow.... The perfect descriptive word... My children run at least 4 miles every Thursday as part of their running club. They also swim three hours everyday as a part of year round swim. Trying to find a quick snack when you are this busy and this active, that actually tastes great is a miracle... Bars are too messy on a pool deck and too hard to eat on the run. The Energy Blends are a convenient, tasty way to fulfill all of their needs!! The real fruit taste rings out and tastes wonderful!!On top of the great taste, we have had SO many people stop to ask us where we found them so this has been an excellent way to spread the word about the awesome product Powerbar has come up with!!",,377,13
mmsuding,5/13/2013,36,f,Mccordsville,IN,3,Race to Review Energy Blends,"Engergy Blends that Give ""ENERGY""","Ok, I was very excited to receive the PowerBar Energy Blends as I have always enjoyed the PowerBar energy bars. However, much to my surprise the PowerBar Energy Blends were different. One thing that I personally didn't care for was the texture of this product. The flavors were ok, I am not a fan of banana. I will say that the product did provide the energy especially for a runner. I am glad I was able to try the product. Thanks PowerBar.",,,0
kam013,5/13/2013,46,f,Middleboro,MA,3,Race to Review Energy Blends,Question the nutritional value,"We have used Powerbar products for years and have always been a fan.  As gym goers who are often on a tight schedule often a Powerbar product is just what we needed to keep us on the move, so I was very excited to be part of this campaign.  I received the Energy Blend packets and liked the compact look of the packaging.  They were easy to use and easy to store.  The flavors were excellent, though texture was very much like baby food.  The biggest issue that I had with the product is the Nutritional value, they have no protein.  When looking for this type of product, something to use before or after a workout, I would want something with protein in it.  Overall, I think the idea and the concept are a good one, but some focus needs to be paid to providing more nutritional value.  ",,,
kerryfan,5/13/2013,45,f,San Jose,CA,5,Race to Review Energy Blends,Surprisingly good taste,"I'm a marathon coach and always in search of anything that can naturally improve my performance. Before my run today, I tried one of the Power Bar Performance Energy Blends - used the ""pre"" workout one that is banana/blueberry.First of all, the texture surprised me. Its like mashed fruit. I'm used to all sorts of energy products and expected it to be runnier but it was somewhat thick. It was almost chewable. It also tasted just like it was advertised - it tastes just like fresh bananas and blueberries, but a bit more like the bananas. Considering its straight fruit, it was really good and healthy. Secondly, I used it as directed - 30 to 60 minutes before exercise. I ""drank"" it about 40 minutes before an 8 mile run. Its all I had and this is after a night before where I had plenty to hydrate myself, but skipped dinner. Not the smartest idea, but I wasn't too tired on the run so the nutritional value and advertising about the fueling did work.Finally, it was easy to use and dispose of. Had I taken it on my run and used during, it is in a container that won't lead all over if you pack it out from a trail run.I liked this product and will continue to use it. Compared to the other products I usually use before, during and after distance runs, it is one that tastes good and has a decent consistency. RECOMMEND!",,,145
